statename,rank,hs6,abbrevation,val2015,val2016,val2017,val2018
North Dakota,20,71339,"BEANS NESOI, DRIED SHELLED, INCLUDING SEED",23,42.27,41.65,31.99
North Dakota,21,843290,AGRIC HORT/FOREST MACHY & LAWN/GROUND,20.2,25.73,23.4,28
North Dakota,22,843231,"NO-TILL DIRECT SEEDERS, PLANTERS AND TRANSPLANTERS",0,0,19.7,27.82
North Dakota,23,401012,CONVEYOR BELTS REINFORCED WITH TEXTILE MATERIALS,16.67,15.54,21.32,22.65
North Dakota,24,843139,"PTS FOR LIFTING, HNDLNG, LOADING/UNLDNG MACH NESOI",25.01,24.28,22.09,22.37
North Dakota,25,854430,INSULATED WIRING SETS FOR VEHICLES SHIPS AIRCRAFT,12.92,10.52,11.19,21.62
Nebraska,0,0,World,6663.67,6381.34,7206.42,7944.79
Nebraska,0,25,Top 25,3720.34,3822.92,4507.42,5209.68
Nebraska,1,20130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CHILLED",489.53,489.06,602.47,592.22
Nebraska,2,20230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",376.73,378.09,377.47,531.62
Nebraska,3,120190,"SOYBEANS, NESOI",314.91,337.87,335.47,476.56
Nebraska,4,100590,"CORN (MAIZE), OTHER THAN SEED CORN",229.58,343.97,429.57,447.55
Nebraska,5,843351,COMBINE HARVESTER-THRESHERS,308.52,324.5,430.96,382.84
Nebraska,6,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE,",63.99,154.28,138.69,347.24
Nebraska,7,271121,"NATURAL GAS, GASEOUS",173.52,99.05,210.78,331.52
Nebraska,8,20319,"MEAT OF SWINE, NESOI, FRESH OR CHILLED",146.6,144.62,198.78,181.82
Nebraska,9,380891,"INSECTICIDES, EXC THOSE SPECIFIED IN SUBHEAD. NT 1",65.87,80.56,91.61,180.33
Nebraska,10,410150,"WHOLE HIDES & SKINS, OF A WT >16KG BOVINE/EQUINE",258.98,255.76,260.71,171.52
Nebraska,11,20329,"MEAT OF SWINE, NESOI, FROZEN",170.03,157.86,159.03,165.37
Nebraska,12,901831,"SYRINGES, WITH OR WITHOUT NEEDLES; PTS & ACCESS",95.53,132.58,138.76,155.66
Nebraska,13,842482,"MECH APS FOR AG/HORT FOR PROJECT/SPRAY/ETC, NESOI",0,0,156.89,147.48
Nebraska,14,300230,VACCINES FOR VETRINARY MEDICINE,149.52,131.98,130.34,147.17
Nebraska,15,20220,"MEAT, BOVINE CUTS WITH BONE IN, FROZEN",102.26,95.65,112.81,133.63
Nebraska,16,170260,"FRUCTOSE, NESOI & SYRU",68.29,118.35,113.05,122.62
Nebraska,17,380892,"FUNGICIDES, EXC THOSE SPECIFIED IN SUBHEAD. NOTE 1",62.1,56.43,54.77,85.79
Nebraska,18,390770,"POLY(LACTIC) ACID, IN PRIMARY FORMS",46.36,33.86,53.94,83.19
Nebraska,19,410411,"BOV/EQ HIDE/SKIN,FUL GRN,UNSPLIT;GRN SPL, WET STAT",142.94,111.32,94.42,80.78
Nebraska,20,230310,RESIDUES OF STARCH MFR AND SIMILAR RESIDUES,9.28,41.72,70.56,77.17
Nebraska,21,853690,ELECT APPR F PRTCT TO ELECT CIR,174.87,114,84.01,74.91
Nebraska,22,20610,"OFFAL OF BOVINE ANIMALS, EDIBLE, FRESH OR CHILLED",47.51,62.78,69.69,74.76
Nebraska,23,230910,"DOG AND CAT FOOD, PUT UP FOR RETAIL SALE",48.38,43.32,54.41,74.27
Nebraska,24,380893,"HERBCD, ANTISPROUT. PROD. & PLANT-GRWTH REG. NES",56.62,31.06,65.2,71.98
Nebraska,25,230990,"ANIMAL FEED PREP EXCEPT DOG OR CAT FOOD, RETAIL PK",118.4,84.27,73,71.67
New Hampshire,0,0,World,4001.32,4143.67,5147.88,5285.59
New Hampshire,0,25,Top 25,1485.26,1667.54,2564.5,3003.17
New Hampshire,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",75.87,235.18,493.85,835.18
New Hampshire,2,300390,"MEDICAMENTS NESOI, NOT IN DOSAGE FO",9,125.64,265.63,314.81
New Hampshire,3,844399,"PTS & ACC OF PRINTERS, COPIERS AND FAX MACH, NESOI",203.24,231.24,248.94,214.29
New Hampshire,4,851762,MACH FOR RECP/CONVR/TRANS/R,128.81,155.09,331.71,182.28
New Hampshire,5,846693,PARTS AND ACCESSORIES FOR USE WITH MA,141.17,130.25,144.81,167.45
New Hampshire,6,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS NTWK,288.2,156.71,115.73,113.18
New Hampshire,7,851770,PTS OF PHONE SETS & OTH APP FOR THE TRANS/RECP ETC,179.56,137.28,113.33,101.54
New Hampshire,8,392690,"ARTICLES OF PLASTICS, NESOI",49.25,58.94,55.5,77.04
New Hampshire,9,711299,WASTE AND SCRAP OF PRECIOUS METAL NESOI,63.44,64.39,63.87,75.14
New Hampshire,10,900510,BINOCULARS,13.44,57.1,55.76,74.31
New Hampshire,11,300214,"IMMUNOLOGICAL PRODUCTS, MIXED, NOT IN MSRED DOSES",0,0,57.1,74.24
New Hampshire,12,845640,"MACH TOOLS, REMOVE MAT BY PLASMA ARC PROCESSES",0,0,58.68,73.89
New Hampshire,13,844332,"PRINTERS/ COPIERS/FAX MACH, NT",84.52,57.8,84.8,71.58
New Hampshire,14,852990,"PTS,EX ANTENNA,FOR TRNSMSSN,",69.73,27.33,75.12,70.82
New Hampshire,15,841191,TURBOJET AND TURBOPROLLER PARTS,1.32,4.86,37.73,68.36
New Hampshire,16,930200,"REVOLVERS & PISTOLS, DESIGNED TO FIRE LIVE AMMO",18.43,41.5,41.85,64.02
New Hampshire,17,930120,"RKT LAUNCH.,FLAMTHROW, & SIM. PROJECTORS(MILITARY)",0,0.05,0,61.11
New Hampshire,18,848340,GEARS; BALL OR ROLLER SC,13.48,17.65,31.21,54.51
New Hampshire,19,491199,"PRINTED MATTER, NESOI",0.44,17.41,77.86,49.06
New Hampshire,20,845811,HORIZONTAL LATHES FOR REMOVNG MET NUMRCAL CONTROLD,28.41,24.78,34.31,47.59
New Hampshire,21,30632,"LOBSTERS, LIVE, FRESH,OR CHILLED",0,0,33.09,44.76
New Hampshire,22,901580,SURVEYING INSTRUMENTS,39.58,37.25,43.47,44.3
New Hampshire,23,853921,TUNGSTEN HALOGEN ELECTRIC FILAMENT LAMPS,31.02,36.1,38.57,44.12
New Hampshire,24,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",20.28,23.76,33.16,43.55
New Hampshire,25,841981,MACHINERY ETC FOR MAKING HOT DRINKS COOKING HEATNG,26.07,27.23,28.41,36.06
New Jersey,0,0,World,32063,31177.53,34486.25,35662.51
New Jersey,0,25,Top 25,10624.84,10625.28,12899.69,13301.09
New Jersey,1,271019,PETROL OIL BITUM MINERA,1245.36,1698.99,2054.41,1205.51
New Jersey,2,711021,"PALLADIUM, UNWROUGHT OR IN POWDER FORM",678.75,365.19,465.58,1007.25
New Jersey,3,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",720.88,732.28,801.38,833.72
New Jersey,4,870323,PASS VEH SPK-IG INT COM R,322.53,491.89,503.69,828.21
New Jersey,5,720449,FERROUS WASTE & SCRAP NESOI,471.78,476.57,667.69,796.28
New Jersey,6,330499,BEAUTY & SKIN CARE PREPARATI,461.38,472.73,675.22,750.24
New Jersey,7,711319,"JEWELRY AND PARTS THEREOF, OF OTH PRECIOUS METAL",1090.21,630.96,1085.98,743.84
New Jersey,8,711299,WASTE AND SCRAP OF PRECIOUS METAL NESOI,51.68,115.97,349.32,721.88
New Jersey,9,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS NTWK,655.35,653.32,836.76,706.16
New Jersey,10,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, NESOI",179.58,154.65,210.28,660.95
New Jersey,11,847180,"AUTOMATIC DATA PROCESSING UNITS, N.E.S.O.I.",330.73,493.35,774.82,588.31
New Jersey,12,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK NESOI",552.71,554.66,521.51,467.83
New Jersey,13,330300,PERFUMES AND TOILET WATERS,336.66,346.05,349.75,374.99
New Jersey,14,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",424.28,454.81,398.4,337.92
New Jersey,15,330210,MIXTURES ODORIFEROUS SU,247.64,267.52,285.34,321.89
New Jersey,16,851762,MACH FOR RECP/CONVR/TRANS/R,297.05,270.09,308.07,319.87
New Jersey,17,847330,PARTS & ACCESSORIES FOR ADP M,275.25,396.45,356.21,319.84
New Jersey,18,490199,"PRINTED BOOKS, BROCHURES, ETC., NESOI",322.51,297.41,315.95,312.81
New Jersey,19,711292,PLAT WST A SCRP NT CNTNG OTH PREC MTLS,658.85,529.33,440.78,295.93
New Jersey,20,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMACEUT",181.4,225.38,256.02,294.29
New Jersey,21,711031,"RHODIUM, UNWROUGHT OR IN POWDER FORM",138.55,94.86,142.15,293.56
New Jersey,22,847130,PORT DIGTL AUTOMATIC DA,211.14,167.27,228,293.55
New Jersey,23,711011,"PLATINUM, UNWROUGHT OR POWDER",277.21,250.19,281.95,288.05
New Jersey,24,381512,SUPPORTED CATALYSTS W PREC METAL/PREC MTL COMPND,213.47,229.99,321.86,269.35
New Jersey,25,381121,ADDITIVE FOR LUB OIL CONT PETRO/BITUMINOUS MINOIL,279.88,255.37,268.56,268.86
New Mexico,0,0,World,3781.7,3616.16,3609.59,3654.79
New Mexico,0,25,Top 25,2660.64,2599.5,2590.54,2664.2
New Mexico,1,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",1083.72,867.96,713.64,800.43
New Mexico,2,847330,PARTS & ACCESSORIES FOR ADP M,795.39,668.99,665.28,522.36
New Mexico,3,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, NESOI",68.36,94.68,215.56,196.75
New Mexico,4,852610,RADAR APPARATUS,0.15,141.3,0.14,178.82
New Mexico,5,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",59.56,84.26,95.85,102.87
New Mexico,6,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.S.O.I",52.76,39.92,72.13,94.48
New Mexico,7,851762,MACH FOR RECP/CONVR/TRANS/R,103.97,94.82,128.17,88.23
New Mexico,8,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL NESO,64.34,59.19,50.97,57.13
New Mexico,9,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",2.3,1.68,14.84,54.24
New Mexico,10,381800,"CHEM ELEM DOPED, USED IN ELECT",28.94,30.01,48.43,51.83
New Mexico,11,930690,BOMB MINES OT AMMNTION,43.4,93.33,135.81,47.61
New Mexico,12,392690,"ARTICLES OF PLASTICS, NESOI",52.64,50.73,47.21,43.74
New Mexico,13,841330,"FUEL, LUB/COOLING MED PUMPS FOR INT COMB PISTN ENG",36.43,53.54,54.34,42.91
New Mexico,14,310490,"MINERAL OR CHEMICAL FERTILIZER, POTASSIC, NESOI",23.17,43.18,24.93,42.46
New Mexico,15,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CELL ETC,30.13,21.57,25.86,41.13
New Mexico,16,40210,"MLK & CRM,CNTD,SWT,POWDR,GR",30.28,35.08,31.67,37.6
New Mexico,17,392113,"PLATES, SHEETS ETC. NESOI, CELLULAR POLYURETHANES",19.12,18.72,25.17,36.61
New Mexico,18,80290,"NUTS NESOI, FRESH OR DRIED, SHELLED OR NOT",7.52,28.14,49.37,35.6
New Mexico,19,740400,COPPER WASTE AND SCRAP,28.89,19.88,29.62,34.6
New Mexico,20,854442,"ELEC CONDUCTORS, LT=1000 V, W/ CONNECTORS, NESOI",39.05,63.76,35.89,33.72
New Mexico,21,710692,"SILVER, SEMIMANUFACTURED",18.85,22.82,25.49,27.24
New Mexico,22,732690,ARTICLES OF IRON OR STEEL NESOI,34.44,37.29,32.08,26.13
New Mexico,23,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,28.96,19.29,29.99,23.97
New Mexico,24,40690,"CHEESE, NESOI, INCLUDING CHEDDAR AND COLBY",8.29,9.37,15.01,21.95
New Mexico,25,382499,"PRODUCTS AND RESIDUALS OF CHEMICAL INDUSTRY, NESOI",0,0,23.1,21.78
Nevada,0,0,World,8666.52,9765.63,12162.49,11084.53
Nevada,0,25,Top 25,6525.26,7401.07,9979.86,8814.34
Nevada,1,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI",3941.22,4592.26,6285.36,4918.2
Nevada,2,950430,GAMES COIN-/TOKEN-OPERATED EXC BOWLING ALLEY NESOI,443.66,573.5,624.11,719.78
Nevada,3,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",370.38,382.52,501.92,552.4
Nevada,4,260300,COPPER ORES AND CONCENTRATES,326.92,358.83,364.67,445.53
Nevada,5,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",172.19,194.37,282.38,320.99
Nevada,6,711890,"COIN, NESOI",3.39,109.18,230.78,242.27
Nevada,7,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS NTWK,57.92,63.46,100.75,184.97
Nevada,8,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",114.55,138.78,159.83,178.9
Nevada,9,903180,"MEAS & CHECKNG INSTRUMENT, APPLIANCES & MACH NESOI",155.32,141.1,144.28,147.38
Nevada,10,850760,LITHIUM ION BATTERIES,2.81,19.53,97.24,130.71
Nevada,11,710239,"DIAMONDS, NONINDUSTRIAL, WORKED",403.06,256.93,449.6,127.93
Nevada,12,841370,"CENTRIFUGAL PUMPS, NESOI",42.96,78.25,54.34,90.18
Nevada,13,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",82.87,70.14,88.16,88.97
Nevada,14,90121,"COFFEE, ROASTED, NOT DECAFFEINATED",50.04,73.35,83.93,88.46
Nevada,15,300212,ANTISERA AND OTHER BLOOD FRACTIONS,0,0,96.45,78.4
Nevada,16,851762,MACH FOR RECP/CONVR/TRANS/R,28.59,44.62,54.32,66.87
Nevada,17,902290,X-RAY/HI TNSN GENR CNTR PNL,45.57,42.36,44.22,58.7
Nevada,18,261690,"PRECIOUS METAL ORES & CONCENTRATES, EXCEPT SILVER",1.01,4.33,0.77,57.12
Nevada,19,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CELL ETC,50.97,42.23,53.39,48.46
Nevada,20,847330,PARTS & ACCESSORIES FOR ADP M,15.04,18.97,35.89,48.28
Nevada,21,711319,"JEWELRY AND PARTS THEREOF, OF OTH PRECIOUS METAL",74.31,44.22,54.24,47.33
Nevada,22,854129,"TRANSISTORS, OTHER THAN PHOTOSENSITIVE, NESOI",27.85,45.44,50.13,46.24
Nevada,23,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL NESO,36.46,33.4,34.7,43.87
Nevada,24,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",33.01,51.52,50.32,42.42
Nevada,25,40221,MLK/CREAM CNCTRD NT SWTN PWD/OTH SOLIDS OV,45.17,21.79,38.08,39.98
New York,0,0,World,83124.55,76690.18,77914.56,81487.26
New York,0,25,Top 25,43330.82,39979.03,40780.81,45737.83
New York,1,710239,"DIAMONDS, NONINDUSTRIAL, WORKED",12656.1,12440.16,12050.39,13347.35
New York,2,970110,"PAINTINGS, DRAWING AND PASTELS BY HAND",6976.22,6810.11,7034.68,8491.96
New York,3,711319,"JEWELRY AND PARTS THEREOF, OF OTH PRECIOUS METAL",6004.9,5690.25,5919.93,5689.09
New York,4,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI",6753.7,5054.18,3708.97,5245.26
New York,5,710391,"RUBIES, SAPPHIRES AND EMERALDS, OTHERWISE WORKED",1080.13,1040.93,1391.63,1546.87
New York,6,970300,"ORIGINAL SCULPTURES AND STATUARY, IN ANY MATERIAL",1426.24,1372.28,1196.59,1391.06
New York,7,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",1175.59,1057.88,1416.18,1215.17
New York,8,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",253.64,324.06,807.75,896.05
New York,9,840820,COMPRESSION-IGNTN INT COMBUST,584.8,442.29,518.37,814.4
New York,10,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS NTWK,915.32,592.1,739.81,657.91
New York,11,851762,MACH FOR RECP/CONVR/TRANS/R,540.79,470.79,626.29,598.76
New York,12,870323,PASS VEH SPK-IG INT COM R,802.91,475.26,426.39,576.72
New York,13,760612,"ALUMINUM ALLOY RECT PLATES ETC, OVER .2 MM THICK",574.5,535.99,570.73,565.96
New York,14,970600,ANTIQUES OF AN AGE EXCEEDING ONE HUNDRED YEARS,611.46,513.73,475.76,538.85
New York,15,271121,"NATURAL GAS, GASEOUS",491.85,359.54,434.9,531.11
New York,16,710231,DIAM EX IND UNWKD OR SMPL SWN CLVD OR BRUTED,191.3,602.05,896.72,476.57
New York,17,271019,PETROL OIL BITUM MINERA,316.52,266.31,241.13,397.63
New York,18,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",351.14,387.43,378.11,374.01
New York,19,847590,PARTS OF MACH FOR ASSMBL,409.71,278.54,434.69,370.13
New York,20,740400,COPPER WASTE AND SCRAP,291.49,221.36,285.9,354.69
New York,21,300290,HUMAN BLOOD; ANIMAL BLOOD PR,4.05,3.76,210.33,338.05
New York,22,330300,PERFUMES AND TOILET WATERS,335.91,393.27,376.62,337.68
New York,23,710399,"SEMIPRECIOUS STONES, OTHERWISE WORKED",211.44,226.1,340.18,333.33
New York,24,710691,"SILVER, UNWROUGHT NESOI",128.02,149.64,33.24,325.28
New York,25,847150,"DIGITAL PROCESSING UNITS, N.E.S.O.I.",243.08,271.04,265.51,323.94
Ohio,0,0,World,51261.86,49330.26,50102.78,54292.82
Ohio,0,25,Top 25,17826.49,17609.39,18020.12,20449.34
Ohio,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",4969.67,4676.33,4806.33,5177.25
Ohio,2,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,1958,1915.92,1625.86,1614.43
Ohio,3,120190,"SOYBEANS, NESOI",1702.29,2079.25,1755.64,1603.66
Ohio,4,840734,SPARK-IGNTN RECPRCTING PISTON ENGINE,1365.14,1668.71,1526.32,1245.82
Ohio,5,870322,"PASS MTR VEH,SPARK IGN EN",277.37,189.2,462.32,1121.68
Ohio,6,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NESOI",1030.44,1072.04,1029.08,1116.98
Ohio,7,870323,PASS VEH SPK-IG INT COM R,1064.51,926.45,824.97,1028.53
Ohio,8,870840,GEAR BOXES FOR MOTOR VEHICLES,497.87,455.33,566.95,812.02
Ohio,9,240220,CIGARETTES CONTAINING TOBACCO,331.14,518.36,604.2,732.01
Ohio,10,847150,"DIGITAL PROCESSING UNITS, N.E.S.O.I.",39.07,32.97,100.3,584.66
Ohio,11,847130,PORT DIGTL AUTOMATIC DA,41.36,36.89,125.68,574.92
Ohio,12,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESOI",692.85,525.09,500.35,509.72
Ohio,13,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK NESOI",427.14,345.38,472.64,482.94
Ohio,14,340220,"SURFACE-ACTIVE, WASHING ETC PREP ETC, RETAIL SALE",424.13,411.69,370.12,417.19
Ohio,15,870120,ROAD TRACTORS FOR SEMI-TRAILERS,318.63,223.27,336.86,395
Ohio,16,870880,SUSPENSION SHOCK ABSORBERS FOR MOTOR VEHICLES,348.54,341.44,345.44,360.37
Ohio,17,392099,"PLATES ETC, NONCELL, NT REIN, OF PLASTICS NESOI",316.37,282.87,379.29,345.54
Ohio,18,840991,SPARK-IGNITION INT COMBUSTION PISTON ENG PTS NESOI,324.3,275.8,292,329.38
Ohio,19,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL NESO,285.21,273.39,289.48,319.4
Ohio,20,330499,BEAUTY & SKIN CARE PREPARATI,156.58,202.2,268.04,313.59
Ohio,21,961900,SANITARY TOWELS AND TAMPONS DIAPERS FOR BABIES ETC,275.58,261.45,270.67,304.34
Ohio,22,841182,"GAS TURBINES OF A POWER EXCEEDING 5,000 KW",483.36,430.24,357.91,302.44
Ohio,23,853710,CONTROLS ETC W ELECT APPR,191.81,173.27,245.31,255.7
Ohio,24,382499,"PRODUCTS AND RESIDUALS OF CHEMICAL INDUSTRY, NESOI",0,0,209.43,254.24
Ohio,25,870830,BRAKES AND SERVO-BREAKS; PARTS THEREOF,305.12,291.83,254.92,247.55
Oklahoma,0,0,World,5250.68,5046.08,5364.37,6102.43
Oklahoma,0,25,Top 25,1864.76,1792.57,2234.66,2842.8
Oklahoma,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",426.89,469.18,572.23,596.18
Oklahoma,2,381512,SUPPORTED CATALYSTS W PREC METAL/PREC MTL COMPND,72.93,57.56,84.14,219.78
Oklahoma,3,520100,"COTTON, NOT CARDED OR COMBED",37.86,52.81,113.38,165.81
Oklahoma,4,870210,MV TRNSP >TEN PRSNS COM-IGNTN,119.01,120.28,73.08,139.06
Oklahoma,5,841391,PARTS OF PUMPS FOR LIQUIDS,114.09,79.28,115.71,129.31
Oklahoma,6,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL NESO,114.52,84.97,124.13,118.54
Oklahoma,7,841191,TURBOJET AND TURBOPROLLER PARTS,3.19,1.91,9.04,116.08
Oklahoma,8,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.S.O.I",127.83,116.52,158.98,116.07
Oklahoma,9,20319,"MEAT OF SWINE, NESOI, FRESH OR CHILLED",78.95,102.88,109.86,107.07
Oklahoma,10,841950,"HEAT EXCHANGE UNITS, INDUSTRIAL TYPE",97.91,76.29,87.7,96.23
Oklahoma,11,100199,"WHEAT AND MESLIN, NESOI",47.72,53.34,67.77,91.72
Oklahoma,12,852351,SOLID-STATE NON-VOL SEMICONDUCTOR STORAGE DEVICES,3.19,6.92,62.86,81.66
Oklahoma,13,851660,"OVEN,COOKING STOVE & PLATE,RANGE,ROASTER, NESOI",64.1,73.15,78.07,79.96
Oklahoma,14,851762,MACH FOR RECP/CONVR/TRANS/R,65.94,67.81,73.3,79.1
Oklahoma,15,847330,PARTS & ACCESSORIES FOR ADP M,46.66,38.58,73.19,76.34
Oklahoma,16,841582,AIR CONDITIONING MACH ETC INCORP REFRIG UNIT NESOI,73.2,75.21,68.08,71.45
Oklahoma,17,350400,"PEPTONES, OTHER PROTEINS & DERIV ETC; HIDE POWDER",51.94,56.9,71.41,70.59
Oklahoma,18,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK NESOI",20.88,19,19.02,65.4
Oklahoma,19,853710,CONTROLS ETC W ELECT APPR,17.62,32.76,36.88,65.08
Oklahoma,20,843143,"PARTS FOR BORING OR SINKING MACHINERY, NESOI",104.64,56.99,55.57,64.22
Oklahoma,21,20329,"MEAT OF SWINE, NESOI, FROZEN",29.81,39.69,56.07,61.74
Oklahoma,22,381190,"ADDITIVES FOR MINERAL OILS, NESOI",12.87,6.78,8.43,61.51
Oklahoma,23,841229,HYDRAULIC POWER ENGINES & MOTORS EX LINEAR ACTING,33.93,31.41,40.34,58.87
Oklahoma,24,271019,PETROL OIL BITUM MINERA,18.7,22.87,26.44,56.37
Oklahoma,25,854460,ELECTRIC CONDUCTORS FOR VOLTAGE EXCEEDING 1000 V,80.38,49.49,49.01,54.66
Oregon,0,0,World,20057.33,21771.7,21895.18,22292.68
Oregon,0,25,Top 25,11924.49,13136.14,14150.19,14505.33
Oregon,1,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5409.5,6628.45,5147.08,4377.68
Oregon,2,848620,MACHINES FOR MAN. SEMICONDUTOR DEVICES/ELEC IC,1153.64,1372.19,2281.14,2147.08
Oregon,3,100199,"WHEAT AND MESLIN, NESOI",930.54,991.23,1003.2,1026.38
Oregon,4,310420,POTASSIUM CHLORIDE,628.37,344.03,654.79,922.91
Oregon,5,847150,"DIGITAL PROCESSING UNITS, N.E.S.O.I.",976.35,753.5,895.01,781.31
Oregon,6,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",454.29,408.66,468.71,716.25
Oregon,7,870120,ROAD TRACTORS FOR SEMI-TRAILERS,143.2,75.28,121.56,704.21
Oregon,8,848690,"PARTS & ACCSESORIES FOR MACH TO MAN. SEMICNT, ETC",187.88,253.04,459.08,531.1
Oregon,9,300215,"IMMUNOLOGICAL PRODUCTS, IN MEASURED DOESE/RTL SALE",0,0,495.73,407.17
Oregon,10,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",433.93,437.46,513.65,379.4
Oregon,11,640690,PARTS FOOTWEAR REMOVABLE INSOLES G,193.22,205.73,292.58,377.25
Oregon,12,370242,"PHOT FLM NO SPROCKET HLS,OV 610MM& OV2",277.81,229.97,235.36,263.68
Oregon,13,870423,"TRUCK, DIESEL ENG, GVW > 20 METRIC TO",78.75,84.36,77.72,215.27
Oregon,14,854129,"TRANSISTORS, OTHER THAN PHOTOSENSITIVE, NESOI",151.8,174.31,194.09,210.77
Oregon,15,381800,"CHEM ELEM DOPED, USED IN ELECT",154.59,151.87,158.39,188.35
Oregon,16,121490,FORAGE PRODUCTS NESOI (HA,149.5,176.98,195.82,171.05
Oregon,17,200410,"POTATOES, PREPARED ETC., NO VINEGAR ETC., FROZEN",129.03,159.4,201.29,159.71
Oregon,18,440121,"WOOD IN CHIPS OR PARTICLES, CONIFEROUS",106.22,93.41,100.72,144.27
Oregon,19,100590,"CORN (MAIZE), OTHER THAN SEED CORN",12.09,56.73,72.72,139.9
Oregon,20,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",43.54,73.03,68.7,133.87
Oregon,21,903090,PTS OF INST F MEAS ELECT QUAT AL,112.94,113.32,96.86,115.09
Oregon,22,851762,MACH FOR RECP/CONVR/TRANS/R,84.29,97.71,223.94,100.27
Oregon,23,760200,ALUMINUM WASTE AND SCRAP,63.76,41.87,90.04,99.5
Oregon,24,120190,"SOYBEANS, NESOI",35.29,166.15,54.83,98.7
Oregon,25,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",13.96,47.44,47.18,94.18
Pennsylvania,0,0,World,39439.36,36453.18,38701.91,41049.63
Pennsylvania,0,25,Top 25,9800.41,8663.96,11291.75,13489.2
Pennsylvania,1,270112,"BITUMINOUS COAL, NOT AGGLOMERATED",1303.56,1207.7,2632.11,2672.52
Pennsylvania,2,300220,VACCINES FOR HUMAN MEDICINE,993.17,740.1,807.12,1319.93
Pennsylvania,3,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK NESOI",1126.82,1126.05,1067.36,1145.33
Pennsylvania,4,271112,"PROPANE, LIQUEFIED",386.28,582.41,790.56,1018.83
Pennsylvania,5,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",1147.48,1026.81,731.13,758.91
Pennsylvania,6,300215,"IMMUNOLOGICAL PRODUCTS, IN MEASURED DOESE/RTL SALE",0,0,437.5,582.19
Pennsylvania,7,871150,"MOTORCYCLES, CYCL,EXCD 800 CC",542.37,547.36,513.49,494.97
Pennsylvania,8,901920,"OZONE,OXYGEN,ETC THERAPY, RES",415.15,444.66,472.95,438.1
Pennsylvania,9,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS NTWK,616.14,352.45,474.14,392.65
